Номер подзаписи;№ бюллетеня;Вопрос;Голос;ФИО члена НК;Номер пункта/подпункта;Тип вопроса;Неголосующий;Дата
32;16;Предоставить право подписывать наградное удостоверение и награждать Медалью Хаджиева С.Н.: Максимову Антону Львовичу;З;Замрий Анатолий Владимирович;2.299999952316284;УЧРЕЖДЕНИЕ НАГРАД;False;
1;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Шафраник Юрий Константинович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Шмаль Генадий Иосифович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Иванов Виктор Петрович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Яруллин Рафинат Саматович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Максимов Антон Львович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;НГ;Кантюков Рафкат Абдулхаевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Забозлаев Алексей Геннадьевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Бакиев Эдуард Мунирович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Мамин Виктор Викторович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Шамин Андрей Юрьевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Слепнёв Николай Сергеевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Федоров Юрий Викторович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Богуславский Ирек Борисович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;НГ;Метшин Айдар Раисович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;НГ;Сорокин Павел Юрьевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Иванов Михаил Игоревич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Дмитриевский Анатолий Николаевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Сигов Александр Сергеевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Крюков Валерий Анатольевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Курочкин Дмитрий Николаевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Агеев Шамиль Рахимович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Корчагин Александр Викторович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
23;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;НГ;Ковальчук Владимир Николаевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
24;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Важенин Юрий Иванович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
25;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;В;Молодцов Кирилл Валентинович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
26;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Радинский Константин Олегович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
27;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Салыгин Валерий Иванович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
28;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Рогалёв Николай Дмитриевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
29;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Нургалиев Данис Карлович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Сидоров Александр Леонидович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;-;Посягин Борис Сергеевич;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Михельсона В.З. Ревель-Муроза Павла Александровича;З;Замрий Анатолий Владимирович;3.0999999046325684;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Шафраник Юрий Константинович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Шмаль Генадий Иосифович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Иванов Виктор Петрович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Яруллин Рафинат Саматович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Максимов Антон Львович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;НГ;Кантюков Рафкат Абдулхаевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Забозлаев Алексей Геннадьевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Бакиев Эдуард Мунирович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Мамин Виктор Викторович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Шамин Андрей Юрьевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Слепнёв Николай Сергеевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Федоров Юрий Викторович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Богуславский Ирек Борисович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;НГ;Метшин Айдар Раисович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;НГ;Сорокин Павел Юрьевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Иванов Михаил Игоревич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Дмитриевский Анатолий Николаевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Сигов Александр Сергеевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Крюков Валерий Анатольевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Курочкин Дмитрий Николаевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Агеев Шамиль Рахимович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Корчагин Александр Викторович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
23;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;НГ;Ковальчук Владимир Николаевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
24;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Важенин Юрий Иванович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
25;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;В;Молодцов Кирилл Валентинович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
26;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Радинский Константин Олегович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
27;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Салыгин Валерий Иванович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
28;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Рогалёв Николай Дмитриевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
29;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Нургалиев Данис Карлович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Сидоров Александр Леонидович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;-;Посягин Борис Сергеевич;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Михельсона В.З. Хабирова Радия Фаритовича;З;Замрий Анатолий Владимирович;3.200000047683716;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Шафраник Юрий Константинович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Шмаль Генадий Иосифович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Иванов Виктор Петрович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Яруллин Рафинат Саматович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Максимов Антон Львович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;НГ;Кантюков Рафкат Абдулхаевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Забозлаев Алексей Геннадьевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Бакиев Эдуард Мунирович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Мамин Виктор Викторович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Шамин Андрей Юрьевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Слепнёв Николай Сергеевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Федоров Юрий Викторович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Богуславский Ирек Борисович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;НГ;Метшин Айдар Раисович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;НГ;Сорокин Павел Юрьевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Иванов Михаил Игоревич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Дмитриевский Анатолий Николаевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Сигов Александр Сергеевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Крюков Валерий Анатольевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Курочкин Дмитрий Николаевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Агеев Шамиль Рахимович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Корчагин Александр Викторович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
23;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;НГ;Ковальчук Владимир Николаевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
24;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Важенин Юрий Иванович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
25;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Молодцов Кирилл Валентинович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
26;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Радинский Константин Олегович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
27;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Салыгин Валерий Иванович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
28;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Рогалёв Николай Дмитриевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
29;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Нургалиев Данис Карлович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Сидоров Александр Леонидович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;-;Посягин Борис Сергеевич;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Хаджиева С.Н. Филалеева Юрия Александровича;З;Замрий Анатолий Владимирович;4.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Шафраник Юрий Константинович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Шмаль Генадий Иосифович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Иванов Виктор Петрович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Яруллин Рафинат Саматович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Максимов Антон Львович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;НГ;Кантюков Рафкат Абдулхаевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Забозлаев Алексей Геннадьевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Бакиев Эдуард Мунирович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Мамин Виктор Викторович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Шамин Андрей Юрьевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Слепнёв Николай Сергеевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Федоров Юрий Викторович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Богуславский Ирек Борисович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;НГ;Метшин Айдар Раисович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;НГ;Сорокин Павел Юрьевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Иванов Михаил Игоревич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Дмитриевский Анатолий Николаевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Сигов Александр Сергеевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Крюков Валерий Анатольевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Курочкин Дмитрий Николаевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Агеев Шамиль Рахимович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Корчагин Александр Викторович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
23;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;НГ;Ковальчук Владимир Николаевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
24;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Важенин Юрий Иванович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
25;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Молодцов Кирилл Валентинович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
26;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Радинский Константин Олегович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
27;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Салыгин Валерий Иванович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
28;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Рогалёв Николай Дмитриевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
29;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Нургалиев Данис Карлович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Сидоров Александр Леонидович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;-;Посягин Борис Сергеевич;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Хаджиева С.Н. Иванова Михаила Игоревича;З;Замрий Анатолий Владимирович;4.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Шафраник Юрий Константинович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Шмаль Генадий Иосифович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Иванов Виктор Петрович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Яруллин Рафинат Саматович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Максимов Антон Львович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;НГ;Кантюков Рафкат Абдулхаевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Забозлаев Алексей Геннадьевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Бакиев Эдуард Мунирович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Мамин Виктор Викторович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Шамин Андрей Юрьевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Слепнёв Николай Сергеевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Федоров Юрий Викторович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Богуславский Ирек Борисович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;НГ;Метшин Айдар Раисович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;НГ;Сорокин Павел Юрьевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Иванов Михаил Игоревич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Дмитриевский Анатолий Николаевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
